manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,location_region,number_of_photos,up_counter,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,engine_capacity_bin,car_age,car_age_group,year_bin,price_category,mileage_category,total_features,luxury_score
Subaru,Outback,automatic,blue,342790,1999,petrol,False,gasoline,2.5,wagon,False,used,all,3500.0,True,Минская обл.,14,40,True,False,False,False,False,False,False,False,False,False,70,2.0-2.5l,20,16-20,1996–2000,Budget,Very High,2,2
Subaru,Forester,manual,silver,390000,1997,petrol,False,gasoline,2.0,suv,False,used,all,3000.0,True,Минская обл.,8,28,False,True,False,False,False,False,False,False,False,True,46,1.5-2.0l,22,21-25,1996–2000,Budget,Very High,3,3
Subaru,Forester,automatic,black,215000,2008,petrol,False,gasoline,2.5,wagon,False,used,all,8100.0,False,Минская обл.,10,1,False,False,False,False,False,False,False,False,True,True,1,2.0-2.5l,11,11-15,2006–2010,Budget,High,2,2
Subaru,Outback,manual,grey,288500,2006,gas,True,gasoline,2.5,wagon,False,used,all,8500.0,False,Минская обл.,25,2,False,False,True,True,False,True,False,False,False,True,2,2.0-2.5l,13,11-15,2006–2010,Budget,High,5,5
Subaru,Tribeca,automatic,grey,225000,2005,gas,True,gasoline,3.0,suv,False,used,all,7500.0,False,Могилевская обл.,7,330,False,False,True,False,True,True,False,False,True,True,419,2.5-3.0l,14,11-15,2001–2005,Budget,High,6,7
Subaru,Outback,automatic,green,310000,2001,petrol,False,gasoline,2.5,liftback,False,used,all,3300.0,True,Минская обл.,4,1,False,True,False,False,False,True,False,False,False,True,1,2.0-2.5l,18,16-20,2001–2005,Budget,Very High,4,4
Subaru,Forester,automatic,white,121000,2014,petrol,False,gasoline,2.0,suv,False,used,all,14950.0,True,Минская обл.,16,77,False,True,True,True,True,True,True,True,True,True,109,1.5-2.0l,5,0-5,2011–2015,Economy,Medium,10,12
Subaru,Forester,automatic,blue,242000,2003,petrol,False,gasoline,2.5,suv,False,used,all,4490.0,True,Минская обл.,16,3,True,False,False,False,False,False,False,False,False,False,10,2.0-2.5l,16,16-20,2001–2005,Budget,High,2,2
Subaru,Outback,manual,green,286,1998,petrol,False,gasoline,2.5,wagon,False,used,all,2650.0,True,Минская обл.,11,2,False,True,False,False,True,True,False,False,False,False,2,2.0-2.5l,21,21-25,1996–2000,Budget,Low,4,4
Subaru,Legacy,automatic,grey,209000,2007,petrol,False,gasoline,2.0,sedan,False,used,all,6950.0,False,Минская обл.,10,5,False,True,True,True,False,True,False,False,True,True,6,1.5-2.0l,12,11-15,2006–2010,Budget,High,6,6
Subaru,Legacy,manual,silver,195000,2006,petrol,False,gasoline,3.0,sedan,False,used,all,8200.0,False,Минская обл.,12,12,False,False,False,False,True,True,True,True,True,True,15,2.5-3.0l,13,11-15,2006–2010,Budget,High,6,7
Subaru,Outback,automatic,black,126705,2014,petrol,False,gasoline,2.5,wagon,False,used,all,16500.0,True,Минская обл.,22,1,False,False,True,False,True,True,True,True,True,True,1,2.0-2.5l,5,0-5,2011–2015,Economy,Medium,8,10
Subaru,Outback,automatic,other,164153,2008,petrol,False,gasoline,2.5,wagon,False,used,all,8500.0,False,Минская обл.,8,1,False,True,False,False,False,False,False,False,True,False,1,2.0-2.5l,11,11-15,2006–2010,Budget,High,2,2
Subaru,Impreza,manual,blue,143000,2009,petrol,False,gasoline,1.5,hatchback,False,used,front,6450.0,False,Минская обл.,12,8,False,False,False,False,False,False,False,False,True,False,11,<1.5l,10,6-10,2006–2010,Budget,Medium,1,1
Subaru,Outback,manual,white,463491,2002,petrol,False,gasoline,2.5,wagon,False,used,all,3150.0,False,Гомельская обл.,13,15,False,True,False,False,False,True,False,False,False,True,56,2.0-2.5l,17,16-20,2001–2005,Budget,Very High,3,3
Subaru,Legacy,manual,green,321869,1998,petrol,False,gasoline,2.2,wagon,False,used,all,1900.0,False,Могилевская обл.,11,27,False,True,False,False,False,False,False,False,False,False,54,2.0-2.5l,21,21-25,1996–2000,Budget,Very High,1,1
Subaru,Legacy,manual,other,250000,2005,petrol,False,gasoline,2.0,sedan,False,used,all,4899.0,False,Минская обл.,9,22,False,True,False,False,False,True,False,False,True,True,62,1.5-2.0l,14,11-15,2001–2005,Budget,High,4,4
Subaru,Forester,manual,black,260000,1999,petrol,False,gasoline,2.5,wagon,False,used,all,2500.0,False,Минская обл.,4,3,False,True,False,False,False,False,False,False,False,False,4,2.0-2.5l,20,16-20,1996–2000,Budget,High,1,1
Subaru,Forester,manual,green,300000,1999,petrol,False,gasoline,2.0,suv,False,used,all,1700.0,False,Минская обл.,6,11,True,False,False,False,False,False,False,False,False,False,21,1.5-2.0l,20,16-20,1996–2000,Budget,Very High,1,1
Subaru,Forester,automatic,red,358047,1999,petrol,False,gasoline,2.5,wagon,False,used,all,1800.0,True,Гомельская обл.,14,80,False,True,False,False,True,True,False,False,True,False,261,2.0-2.5l,20,16-20,1996–2000,Budget,Very High,5,5
Subaru,Forester,manual,blue,296000,2003,gas,True,gasoline,2.0,wagon,False,used,all,6150.0,False,Минская обл.,7,6,False,False,False,False,False,True,False,False,False,False,10,1.5-2.0l,16,16-20,2001–2005,Budget,High,2,2
Subaru,XV,automatic,orange,183000,2012,petrol,False,gasoline,2.0,suv,False,used,all,12900.0,False,Минская обл.,5,21,False,False,True,False,True,True,True,True,True,True,91,1.5-2.0l,7,6-10,2011–2015,Economy,High,7,9
Subaru,Legacy,automatic,red,116000,2010,petrol,False,gasoline,2.5,sedan,False,used,all,7250.0,False,Минская обл.,10,35,True,False,False,False,False,False,False,False,False,False,48,2.0-2.5l,9,6-10,2006–2010,Budget,Medium,1,2
Subaru,Legacy,manual,blue,450000,1995,petrol,False,gasoline,2.0,wagon,False,used,all,900.0,True,Минская обл.,28,8,True,False,False,False,False,False,False,False,False,False,9,1.5-2.0l,24,21-25,1991–1995,Budget,Very High,2,2
Subaru,Outback,automatic,brown,180000,2008,petrol,False,gasoline,2.5,wagon,False,used,all,9400.0,True,Минская обл.,8,45,False,True,False,False,False,False,False,False,True,True,90,2.0-2.5l,11,11-15,2006–2010,Budget,High,4,4
Subaru,Forester,manual,black,343455,2001,petrol,False,gasoline,2.0,wagon,False,used,all,3300.0,True,Минская обл.,1,1,True,False,False,False,False,False,False,False,False,False,1,1.5-2.0l,18,16-20,2001–2005,Budget,Very High,2,2
Subaru,Legacy,automatic,white,202777,2009,petrol,False,gasoline,2.5,sedan,False,used,all,8200.0,True,Минская обл.,3,11,False,True,True,False,True,True,False,True,True,True,20,2.0-2.5l,10,6-10,2006–2010,Budget,High,8,8
Subaru,Forester,automatic,black,230000,2001,gas,True,gasoline,2.5,suv,False,used,all,4200.0,True,Минская обл.,6,27,False,True,False,False,False,True,False,False,False,True,184,2.0-2.5l,18,16-20,2001–2005,Budget,High,5,5
Subaru,Justy,manual,red,80000,1992,petrol,False,gasoline,1.2,hatchback,False,used,all,2100.0,True,Брестская обл.,7,13,True,False,False,False,False,False,False,False,False,False,22,<1.5l,27,25+,1991–1995,Budget,Medium,2,2
Subaru,Legacy,automatic,green,408263,1999,petrol,False,gasoline,2.5,wagon,False,used,all,1499.0,False,Гродненская обл.,11,23,False,True,False,False,False,False,False,False,False,True,82,2.0-2.5l,20,16-20,1996–2000,Budget,Very High,2,2
Subaru,Outback,automatic,black,193,2010,petrol,False,gasoline,2.5,wagon,False,used,all,9800.0,False,Минская обл.,16,4,False,False,True,False,False,True,False,False,True,True,10,2.0-2.5l,9,6-10,2006–2010,Budget,Low,4,5
Subaru,Legacy,automatic,silver,300000,1998,petrol,False,gasoline,2.5,wagon,False,used,all,2500.0,False,Гомельская обл.,14,50,False,True,False,False,True,True,False,False,True,True,88,2.0-2.5l,21,21-25,1996–2000,Budget,Very High,5,5
Subaru,Outback,manual,green,285000,2001,petrol,False,gasoline,2.5,wagon,False,used,all,3650.0,True,Минская обл.,12,3,True,False,False,False,False,False,False,False,False,False,11,2.0-2.5l,18,16-20,2001–2005,Budget,High,2,2
Subaru,Impreza,manual,red,363500,1994,petrol,False,gasoline,2.0,wagon,False,used,front,1400.0,False,Минская обл.,8,107,False,False,False,False,False,False,False,False,False,True,370,1.5-2.0l,25,21-25,1991–1995,Budget,Very High,1,1
Subaru,Legacy,manual,silver,127138,2005,petrol,False,gasoline,2.5,sedan,False,used,all,5400.0,False,Минская обл.,11,32,False,True,False,False,False,True,False,False,False,True,65,2.0-2.5l,14,11-15,2001–2005,Budget,Medium,3,3
Subaru,XV,automatic,grey,88000,2014,petrol,False,gasoline,2.0,suv,True,used,all,12950.0,True,Минская обл.,15,1,False,True,True,True,True,True,True,True,True,True,2,1.5-2.0l,5,0-5,2011–2015,Economy,Medium,11,13
Subaru,Forester,automatic,black,128000,2012,petrol,False,gasoline,2.0,suv,False,used,all,15490.0,False,Минская обл.,13,17,False,True,True,False,True,True,False,True,True,True,46,1.5-2.0l,7,6-10,2011–2015,Economy,Medium,7,9
Subaru,Outback,automatic,blue,177000,2010,petrol,False,gasoline,2.5,wagon,False,used,all,13500.0,True,Минская обл.,11,35,False,True,False,False,True,True,False,True,True,True,103,2.0-2.5l,9,6-10,2006–2010,Economy,High,7,9
Subaru,Forester,manual,silver,350000,2000,petrol,False,gasoline,2.0,wagon,False,used,all,2000.0,True,Минская обл.,5,92,False,True,False,False,False,True,False,False,False,True,158,1.5-2.0l,19,16-20,1996–2000,Budget,Very High,4,4
Subaru,Forester,manual,grey,173000,2005,petrol,False,gasoline,2.5,suv,False,used,all,7500.0,False,Минская обл.,10,23,False,True,False,False,True,True,False,False,False,True,61,2.0-2.5l,14,11-15,2001–2005,Budget,High,4,4
Subaru,Forester,automatic,blue,280000,2004,petrol,False,gasoline,2.5,suv,False,used,all,5800.0,False,Минская обл.,12,5,False,True,False,False,True,True,True,True,False,True,58,2.0-2.5l,15,11-15,2001–2005,Budget,High,6,6
Subaru,Forester,manual,green,270000,1998,petrol,False,gasoline,2.5,suv,False,used,front,2750.0,False,Брестская обл.,11,3,False,True,False,False,False,True,False,False,True,True,31,2.0-2.5l,21,21-25,1996–2000,Budget,High,4,4
Subaru,Outback,automatic,other,310000,1996,petrol,False,gasoline,2.0,wagon,False,used,all,3299.0,True,Минская обл.,20,11,False,True,False,False,False,False,False,False,False,True,120,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,3,3
Subaru,Legacy,manual,green,450000,1996,petrol,False,gasoline,2.0,wagon,False,used,all,1400.0,True,Гродненская обл.,15,1,False,True,False,False,False,False,False,False,True,False,3,1.5-2.0l,23,21-25,1996–2000,Budget,Very High,3,3
Subaru,Tribeca,automatic,blue,179000,2008,petrol,False,gasoline,3.6,suv,False,used,all,9900.0,False,Минская обл.,12,8,False,True,True,False,True,True,True,False,True,True,58,3.0-4.0l,11,11-15,2006–2010,Budget,High,7,8
Subaru,Forester,automatic,silver,175000,2013,petrol,False,gasoline,2.5,wagon,False,used,all,15900.0,False,Минская обл.,16,8,False,True,True,False,True,True,False,True,True,True,97,2.0-2.5l,6,6-10,2011–2015,Economy,High,7,9
Subaru,Impreza,manual,blue,130000,2008,petrol,False,gasoline,2.5,hatchback,False,used,all,13500.0,False,Минская обл.,9,14,False,True,True,False,True,False,False,False,False,True,179,2.0-2.5l,11,11-15,2006–2010,Economy,Medium,4,5
Subaru,Forester,automatic,silver,305000,1999,petrol,False,gasoline,2.5,suv,False,used,all,3750.0,True,Минская обл.,12,2,True,False,False,False,False,False,False,False,False,False,11,2.0-2.5l,20,16-20,1996–2000,Budget,Very High,2,2
Subaru,Legacy,automatic,silver,294000,1999,petrol,False,gasoline,2.0,wagon,False,used,all,3400.0,True,Минская обл.,19,2,False,True,False,False,False,False,False,False,True,True,11,1.5-2.0l,20,16-20,1996–2000,Budget,High,4,4
Subaru,Outback,manual,violet,353000,2000,petrol,False,gasoline,2.5,wagon,False,used,all,4250.0,True,Минская обл.,19,3,False,True,False,False,False,False,False,False,True,True,11,2.0-2.5l,19,16-20,1996–2000,Budget,Very High,4,4
Subaru,Forester,manual,black,400000,2003,petrol,False,gasoline,2.0,wagon,False,used,all,5500.0,False,Минская обл.,7,3,False,True,False,False,False,False,False,False,False,False,6,1.5-2.0l,16,16-20,2001–2005,Budget,Very High,1,1
Subaru,Impreza,manual,green,329786,2001,petrol,False,gasoline,1.6,wagon,False,used,all,4100.0,False,Витебская обл.,4,27,False,True,False,False,False,False,False,False,False,True,60,1.5-2.0l,18,16-20,2001–2005,Budget,Very High,2,2
Subaru,Impreza,manual,red,230000,2003,petrol,False,gasoline,2.0,wagon,False,used,all,7000.0,True,Минская обл.,6,5,False,True,True,False,False,False,False,False,False,True,35,1.5-2.0l,16,16-20,2001–2005,Budget,High,4,4
Subaru,Forester,manual,blue,160000,2010,petrol,False,gasoline,2.5,suv,False,used,all,12600.0,True,Минская обл.,8,12,False,True,True,False,True,True,True,True,True,True,30,2.0-2.5l,9,6-10,2006–2010,Economy,High,9,11
Subaru,Impreza,automatic,silver,80000,2016,petrol,False,gasoline,2.0,sedan,False,used,all,14500.0,False,Витебская обл.,3,1,False,False,False,False,False,True,True,True,False,False,4,1.5-2.0l,3,0-5,2016–2020,Economy,Medium,3,5
Subaru,Legacy,automatic,blue,394289,2002,petrol,False,gasoline,2.5,wagon,False,used,all,3900.0,True,Минская обл.,6,91,False,True,False,False,False,False,False,False,True,True,206,2.0-2.5l,17,16-20,2001–2005,Budget,Very High,4,4
Subaru,Outback,automatic,blue,256000,2012,petrol,False,gasoline,2.5,wagon,False,used,all,14227.45,False,Гродненская обл.,7,2,False,False,False,False,True,False,True,True,False,False,9,2.0-2.5l,7,6-10,2011–2015,Economy,High,3,5
Subaru,Outback,automatic,silver,160000,2011,petrol,False,gasoline,2.5,suv,False,used,all,17000.0,True,Минская обл.,5,9,False,True,False,True,False,True,False,False,True,True,71,2.0-2.5l,8,6-10,2011–2015,Economy,High,6,8
Subaru,Forester,manual,black,218000,1997,petrol,False,gasoline,2.5,suv,False,used,all,3750.0,True,Минская обл.,22,10,False,True,False,False,False,True,False,False,False,True,89,2.0-2.5l,22,21-25,1996–2000,Budget,High,4,4
Subaru,Forester,automatic,silver,273588,2006,petrol,False,gasoline,2.5,wagon,False,used,all,6000.0,True,Гомельская обл.,7,12,False,True,True,True,True,True,True,True,True,True,76,2.0-2.5l,13,11-15,2006–2010,Budget,High,10,10
Subaru,Forester,manual,black,103975,2011,petrol,False,gasoline,2.5,suv,False,used,all,15500.0,False,Минская обл.,12,7,False,True,True,False,True,True,False,True,True,True,10,2.0-2.5l,8,6-10,2011–2015,Economy,Medium,7,9
Subaru,Legacy,manual,blue,330000,1995,petrol,False,gasoline,2.2,sedan,False,used,all,1900.0,False,Брестская обл.,13,11,False,False,False,False,True,True,False,False,False,True,91,2.0-2.5l,24,21-25,1991–1995,Budget,Very High,3,3
Subaru,Impreza,automatic,black,205328,2008,petrol,False,gasoline,2.5,hatchback,False,used,all,6499.0,True,Минская обл.,14,17,False,True,False,False,False,False,False,False,False,True,35,2.0-2.5l,11,11-15,2006–2010,Budget,High,3,3
Subaru,Outback,automatic,blue,353624,2001,petrol,False,gasoline,3.0,wagon,False,used,all,5250.0,True,Минская обл.,9,19,False,True,False,False,True,False,False,False,True,True,37,2.5-3.0l,18,16-20,2001–2005,Budget,Very High,5,6
Subaru,Justy,manual,silver,170000,2008,petrol,False,gasoline,1.0,minivan,False,used,front,5199.0,True,Минская обл.,5,5,False,True,False,False,False,False,False,False,False,True,207,<1.5l,11,11-15,2006–2010,Budget,High,3,3
Subaru,Outback,automatic,other,370000,2004,petrol,False,gasoline,2.5,wagon,False,used,all,6000.0,False,Минская обл.,10,1,False,True,True,True,False,False,False,False,False,True,4,2.0-2.5l,15,11-15,2001–2005,Budget,Very High,4,4
Subaru,Forester,automatic,black,233000,2000,petrol,False,gasoline,2.0,wagon,False,used,all,6800.0,False,Минская обл.,3,23,False,True,False,False,True,True,False,False,True,True,520,1.5-2.0l,19,16-20,1996–2000,Budget,High,5,5
Subaru,Impreza,manual,green,354056,1998,petrol,False,gasoline,2.2,wagon,False,used,all,1900.0,False,Гомельская обл.,9,7,False,True,False,False,False,False,False,False,False,True,24,2.0-2.5l,21,21-25,1996–2000,Budget,Very High,2,2
Subaru,Forester,automatic,black,160000,2010,petrol,False,gasoline,2.5,suv,False,used,all,8650.0,False,Гродненская обл.,4,4,False,True,False,False,False,True,False,False,True,True,16,2.0-2.5l,9,6-10,2006–2010,Budget,High,4,5
Subaru,Legacy,manual,silver,295000,1996,petrol,False,gasoline,2.0,wagon,False,used,all,1565.02,False,Минская обл.,6,10,False,True,False,False,False,False,False,False,False,False,62,1.5-2.0l,23,21-25,1996–2000,Budget,High,1,1
Subaru,Outback,automatic,grey,100000,2012,petrol,False,gasoline,2.5,wagon,False,used,all,16300.0,False,Минская обл.,25,5,False,True,True,True,True,True,True,True,True,True,17,2.0-2.5l,7,6-10,2011–2015,Economy,Medium,9,11
Subaru,Impreza,manual,green,180000,1998,petrol,False,gasoline,2.0,sedan,False,used,front,6900.0,True,Минская обл.,9,15,False,False,True,False,False,False,True,True,True,True,75,1.5-2.0l,21,21-25,1996–2000,Budget,High,6,6
Subaru,Outback,automatic,green,60000,2001,petrol,False,gasoline,2.5,wagon,False,used,all,2900.0,True,Минская обл.,9,8,False,True,False,False,False,False,False,False,False,True,27,2.0-2.5l,18,16-20,2001–2005,Budget,Medium,3,3
Subaru,Legacy,manual,silver,185075,2003,petrol,False,gasoline,2.5,sedan,False,used,all,7000.0,False,Минская обл.,10,17,False,True,False,False,False,False,False,False,False,True,57,2.0-2.5l,16,16-20,2001–2005,Budget,High,2,2
Subaru,Outback,automatic,blue,405555,2001,petrol,False,gasoline,2.5,wagon,False,used,all,4990.0,False,Гомельская обл.,7,28,False,True,True,True,True,True,False,False,True,True,254,2.0-2.5l,18,16-20,2001–2005,Budget,Very High,7,7
Subaru,Impreza,manual,other,185000,2008,petrol,False,gasoline,1.5,sedan,False,used,all,6300.0,False,Минская обл.,3,4,False,True,False,True,False,True,False,False,True,True,121,<1.5l,11,11-15,2006–2010,Budget,High,5,5
